2023-05-28 18:51:49,bubblesort,100000,pior,82,0
2023-05-28 18:53:04,bubblesort,100000,medio,75,0
2023-05-28 18:53:55,bubblesort,100000,melhor,51,0
2023-05-28 18:54:44,selectionsort,100000,pior,48,0
2023-05-28 18:55:33,selectionsort,100000,medio,48,0
2023-05-28 18:56:22,selectionsort,100000,melhor,48,0
2023-05-28 18:56:22,quicksort,100000,pior,0,0
2023-05-28 18:56:22,quicksort,100000,medio,0,0
2023-05-28 18:56:22,quicksort,100000,melhor,0,0
2023-05-28 18:56:23,bubblesort,10000,pior,0,0
2023-05-28 18:56:23,bubblesort,10000,medio,0,0
2023-05-28 18:56:24,bubblesort,10000,melhor,0,0
2023-05-28 18:56:24,selectionsort,10000,pior,0,0
2023-05-28 18:56:25,selectionsort,10000,medio,0,0
2023-05-28 18:56:25,selectionsort,10000,melhor,0,0
2023-05-28 18:56:25,quicksort,10000,pior,0,0
2023-05-28 18:56:25,quicksort,10000,medio,0,0
2023-05-28 18:56:25,quicksort,10000,melhor,0,0
2023-05-28 18:56:25,bubblesort,1000,pior,0,0
2023-05-28 18:56:26,bubblesort,1000,medio,0,0
2023-05-28 18:56:26,bubblesort,1000,melhor,0,0
2023-05-28 18:56:26,selectionsort,1000,pior,0,0
2023-05-28 18:56:26,selectionsort,1000,medio,0,0
2023-05-28 18:56:26,selectionsort,1000,melhor,0,0
2023-05-28 18:56:26,quicksort,1000,pior,0,0
2023-05-28 18:56:26,quicksort,1000,medio,0,0
2023-05-28 18:56:26,quicksort,1000,melhor,0,0
2023-05-28 18:56:26,bubblesort,100,pior,0,0
2023-05-28 18:56:26,bubblesort,100,medio,0,0
2023-05-28 18:56:26,bubblesort,100,melhor,0,0
2023-05-28 18:56:26,selectionsort,100,pior,0,0
2023-05-28 18:56:26,selectionsort,100,medio,0,0
2023-05-28 18:56:26,selectionsort,100,melhor,0,0
2023-05-28 18:56:26,quicksort,100,pior,0,0
2023-05-28 18:56:26,quicksort,100,medio,0,0
2023-05-28 18:56:26,quicksort,100,melhor,0,0
